Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date
OTBU,15454W,NCS2015-SA-DC,Q3 FY2002,APR FY2002,580,01-04-2017
OTBU,15454W,NCS2015-SA-DC,Q3 FY2002,FEB FY2002,90,01-02-2017
OTBU,15454W,NCS2015-SA-DC,Q3 FY2002,MAR FY2002,97,01-03-2017
OTBU,15454W,NCS2015-SA-DC,Q3 FY2008,APR FY2008,399,01-04-2018
OTBU,15454W,NCS2015-SA-DC,Q3 FY2008,FEB FY2008,23,01-02-2018
OTBU,15454W,NCS2015-SA-DC,Q3 FY2008,MAR FY2008,114,01-03-2018
OTBU,15454W,NCS2015-SA-DC,Q3 FY2007,APR FY2007,30,01-04-2019
OTBU,15454W,NCS2015-SA-DC,Q3 FY2007,FEB FY2007,47,01-02-2019
OTBU,15454W,NCS2015-SA-DC,Q3 FY2007,MAR FY2007,10,01-03-2019
OTBU,15454W,NCS2015-SA-DC,Q3 FY2011,APR FY2011,61,01-04-2020
OTBU,15454W,NCS2015-SA-DC,Q3 FY2011,FEB FY2011,38,01-02-2020
OTBU,15454W,NCS2015-SA-DC,Q3 FY2011,MAR FY2011,13,01-03-2020
OTBU,15454W,NCS2015-SA-DC,Q3 FY2012,APR FY2012,35,01-04-2021
OTBU,15454W,NCS2015-SA-DC,Q3 FY2012,FEB FY2012,255,01-02-2021
OTBU,15454W,NCS2015-SA-DC,Q3 FY2012,MAR FY2012,140,01-03-2021
OTBU,15454W,NCS2015-SA-DC,Q4 FY2015,JUL FY2015,55,01-07-2015
OTBU,15454W,NCS2015-SA-DC,Q4 FY2015,JUN FY2015,39,01-06-2015
OTBU,15454W,NCS2015-SA-DC,Q4 FY2015,MAY FY2015,2,01-05-2015
OTBU,15454W,NCS2015-SA-DC,Q4 FY2022,JUL FY2022,52,01-07-2016
OTBU,15454W,NCS2015-SA-DC,Q4 FY2022,JUN FY2022,578,01-06-2016
OTBU,15454W,NCS2015-SA-DC,Q4 FY2022,MAY FY2022,11,01-05-2016
OTBU,15454W,NCS2015-SA-DC,Q4 FY2002,JUL FY2002,114,01-07-2017
OTBU,15454W,NCS2015-SA-DC,Q4 FY2002,JUN FY2002,259,01-06-2017
OTBU,15454W,NCS2015-SA-DC,Q4 FY2002,MAY FY2002,38,01-05-2017
OTBU,15454W,NCS2015-SA-DC,Q4 FY2008,JUL FY2008,174,01-07-2018
OTBU,15454W,NCS2015-SA-DC,Q4 FY2008,JUN FY2008,119,01-06-2018
OTBU,15454W,NCS2015-SA-DC,Q4 FY2008,MAY FY2008,121,01-05-2018
OTBU,15454W,NCS2015-SA-DC,Q4 FY2007,JUL FY2007,55,01-07-2019
OTBU,15454W,NCS2015-SA-DC,Q4 FY2007,JUN FY2007,30,01-06-2019
OTBU,15454W,NCS2015-SA-DC,Q4 FY2007,MAY FY2007,29,01-05-2019
OTBU,15454W,NCS2015-SA-DC,Q4 FY2011,JUL FY2011,56,01-07-2020
OTBU,15454W,NCS2015-SA-DC,Q4 FY2011,JUN FY2011,14,01-06-2020
OTBU,15454W,NCS2015-SA-DC,Q4 FY2011,MAY FY2011,28,01-05-2020
OTBU,15454W,NCS2015-SA-DC,Q4 FY2012,JUL FY2012,188,01-07-2021
OTBU,15454W,NCS2015-SA-DC,Q4 FY2012,JUN FY2012,48,01-06-2021
OTBU,15454W,NCS2015-SA-DC,Q4 FY2012,MAY FY2012,173,01-05-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2011,AUG FY2011,0,01-08-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2011,OCT FY2011,55,01-10-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2011,SEP FY2011,10,01-09-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2012,AUG FY2012,30,01-08-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2012,OCT FY2012,1006,01-10-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2012,SEP FY2012,417,01-09-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2022,AUG FY2022,822,01-08-2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2022,OCT FY2022,1964,01-10-2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2022,SEP FY2022,1667,01-09-2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2007,JAN FY2007,24,01-01-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2011,DEC FY2011,6,01-12-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2011,JAN FY2011,127,01-01-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2011,NOV FY2011,14,01-11-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2012,DEC FY2012,26,01-12-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2012,JAN FY2012,228,01-01-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2012,NOV FY2012,615,01-11-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2022,DEC FY2022,218,01-12-2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2022,JAN FY2022,512,01-01-2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2022,NOV FY2022,1729,01-11-2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2007,APR FY2007,71,01-04-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2007,FEB FY2007,7,01-02-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2007,MAR FY2007,0,01-03-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2011,APR FY2011,251,01-04-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2011,FEB FY2011,123,01-02-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2011,MAR FY2011,158,01-03-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2012,APR FY2012,1043,01-04-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2012,FEB FY2012,86,01-02-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2012,MAR FY2012,579,01-03-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2007,JUL FY2007,144,01-07-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2007,JUN FY2007,6,01-06-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2007,MAY FY2007,365,01-05-2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2011,JUL FY2011,265,01-07-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2011,JUN FY2011,0,01-06-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2011,MAY FY2011,140,01-05-2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2012,JUL FY2012,302,01-07-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2012,JUN FY2012,1277,01-06-2021
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2012,MAY FY2012,165,01-05-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2012,AUG FY2012,18,01-08-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2012,OCT FY2012,24,01-10-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2012,SEP FY2012,12,01-09-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2022,AUG FY2022,36,01-08-2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2022,OCT FY2022,438,01-10-2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2022,SEP FY2022,569,01-09-2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q2 FY2012,DEC FY2012,4,01-12-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q2 FY2012,JAN FY2012,0,01-01-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q2 FY2012,NOV FY2012,174,01-11-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q2 FY2022,DEC FY2022,130,01-12-2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q2 FY2022,JAN FY2022,328,01-01-2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q2 FY2022,NOV FY2022,120,01-11-2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q3 FY2012,APR FY2012,568,01-04-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q3 FY2012,FEB FY2012,2,01-02-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q3 FY2012,MAR FY2012,248,01-03-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2011,JUL FY2011,6,01-07-2020
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2011,JUN FY2011,0,01-06-2020
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2012,JUL FY2012,8,01-07-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2012,JUN FY2012,230,01-06-2021
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2012,MAY FY2012,76,01-05-2021
OTBU,NCS1000,NCS1001-K9,Q1 FY2008,AUG FY2008,17,01-08-2018
OTBU,NCS1000,NCS1001-K9,Q1 FY2008,OCT FY2008,29,01-10-2018
OTBU,NCS1000,NCS1001-K9,Q1 FY2008,SEP FY2008,52,01-09-2018
OTBU,NCS1000,NCS1001-K9,Q1 FY2007,AUG FY2007,21,01-08-2019
OTBU,NCS1000,NCS1001-K9,Q1 FY2007,OCT FY2007,75,01-10-2019
OTBU,NCS1000,NCS1001-K9,Q1 FY2007,SEP FY2007,10,01-09-2019
OTBU,NCS1000,NCS1001-K9,Q1 FY2011,AUG FY2011,10,01-08-2020
OTBU,NCS1000,NCS1001-K9,Q1 FY2011,OCT FY2011,43,01-10-2020
OTBU,NCS1000,NCS1001-K9,Q1 FY2011,SEP FY2011,19,01-09-2020
OTBU,NCS1000,NCS1001-K9,Q1 FY2012,AUG FY2012,7,01-08-2021
OTBU,NCS1000,NCS1001-K9,Q1 FY2012,OCT FY2012,141,01-10-2021
OTBU,NCS1000,NCS1001-K9,Q1 FY2012,SEP FY2012,24,01-09-2021
OTBU,NCS1000,NCS1001-K9,Q1 FY2022,AUG FY2022,74,01-08-2022
OTBU,NCS1000,NCS1001-K9,Q1 FY2022,OCT FY2022,232,01-10-2022
OTBU,NCS1000,NCS1001-K9,Q1 FY2022,SEP FY2022,31,01-09-2022
OTBU,NCS1000,NCS1001-K9,Q2 FY2002,JAN FY2002,4,01-01-2017
OTBU,NCS1000,NCS1001-K9,Q2 FY2008,DEC FY2008,4,01-12-2018
OTBU,NCS1000,NCS1001-K9,Q2 FY2008,JAN FY2008,15,01-01-2018
OTBU,NCS1000,NCS1001-K9,Q2 FY2008,NOV FY2008,14,01-11-2018
OTBU,NCS1000,NCS1001-K9,Q2 FY2007,DEC FY2007,30,01-12-2019
OTBU,NCS1000,NCS1001-K9,Q2 FY2007,JAN FY2007,17,01-01-2019
OTBU,NCS1000,NCS1001-K9,Q2 FY2007,NOV FY2007,22,01-11-2019
OTBU,NCS1000,NCS1001-K9,Q2 FY2011,DEC FY2011,33,01-12-2020
OTBU,NCS1000,NCS1001-K9,Q2 FY2011,JAN FY2011,54,01-01-2020
OTBU,NCS1000,NCS1001-K9,Q2 FY2011,NOV FY2011,52,01-11-2020
OTBU,NCS1000,NCS1001-K9,Q2 FY2012,DEC FY2012,28,01-12-2021
OTBU,NCS1000,NCS1001-K9,Q2 FY2012,JAN FY2012,31,01-01-2021
OTBU,NCS1000,NCS1001-K9,Q2 FY2012,NOV FY2012,12,01-11-2021
OTBU,NCS1000,NCS1001-K9,Q2 FY2022,DEC FY2022,90,01-12-2022
OTBU,NCS1000,NCS1001-K9,Q2 FY2022,JAN FY2022,94,01-01-2022
OTBU,NCS1000,NCS1001-K9,Q2 FY2022,NOV FY2022,360,01-11-2022
OTBU,NCS1000,NCS1001-K9,Q3 FY2002,APR FY2002,4,01-04-2017
OTBU,NCS1000,NCS1001-K9,Q3 FY2002,FEB FY2002,14,01-02-2017
OTBU,NCS1000,NCS1001-K9,Q3 FY2002,MAR FY2002,1,01-03-2017
OTBU,NCS1000,NCS1001-K9,Q3 FY2008,APR FY2008,15,01-04-2018
OTBU,NCS1000,NCS1001-K9,Q3 FY2008,FEB FY2008,8,01-02-2018
OTBU,NCS1000,NCS1001-K9,Q3 FY2008,MAR FY2008,16,01-03-2018
OTBU,NCS1000,NCS1001-K9,Q3 FY2007,APR FY2007,39,01-04-2019
OTBU,NCS1000,NCS1001-K9,Q3 FY2007,FEB FY2007,8,01-02-2019
OTBU,NCS1000,NCS1001-K9,Q3 FY2007,MAR FY2007,5,01-03-2019
OTBU,NCS1000,NCS1001-K9,Q3 FY2011,APR FY2011,54,01-04-2020
OTBU,NCS1000,NCS1001-K9,Q3 FY2011,FEB FY2011,6,01-02-2020
OTBU,NCS1000,NCS1001-K9,Q3 FY2011,MAR FY2011,65,01-03-2020
OTBU,NCS1000,NCS1001-K9,Q3 FY2012,APR FY2012,36,01-04-2021
OTBU,NCS1000,NCS1001-K9,Q3 FY2012,FEB FY2012,3,01-02-2021
OTBU,NCS1000,NCS1001-K9,Q3 FY2012,MAR FY2012,38,01-03-2021
OTBU,NCS1000,NCS1001-K9,Q4 FY2002,JUL FY2002,33,01-07-2017
OTBU,NCS1000,NCS1001-K9,Q4 FY2002,JUN FY2002,4,01-06-2017
OTBU,NCS1000,NCS1001-K9,Q4 FY2002,MAY FY2002,7,01-05-2017
OTBU,NCS1000,NCS1001-K9,Q4 FY2008,JUL FY2008,17,01-07-2018
OTBU,NCS1000,NCS1001-K9,Q4 FY2008,JUN FY2008,8,01-06-2018
OTBU,NCS1000,NCS1001-K9,Q4 FY2008,MAY FY2008,22,01-05-2018
OTBU,NCS1000,NCS1001-K9,Q4 FY2007,JUL FY2007,93,01-07-2019
OTBU,NCS1000,NCS1001-K9,Q4 FY2007,JUN FY2007,18,01-06-2019
OTBU,NCS1000,NCS1001-K9,Q4 FY2007,MAY FY2007,50,01-05-2019
OTBU,NCS1000,NCS1001-K9,Q4 FY2011,JUL FY2011,40,01-07-2020
OTBU,NCS1000,NCS1001-K9,Q4 FY2011,JUN FY2011,0,01-06-2020
OTBU,NCS1000,NCS1001-K9,Q4 FY2011,MAY FY2011,4,01-05-2020
OTBU,NCS1000,NCS1001-K9,Q4 FY2012,JUL FY2012,318,01-07-2021
OTBU,NCS1000,NCS1001-K9,Q4 FY2012,JUN FY2012,199,01-06-2021
OTBU,NCS1000,NCS1001-K9,Q4 FY2012,MAY FY2012,150,01-05-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2007,OCT FY2007,0,01-10-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2011,AUG FY2011,0,01-08-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2011,OCT FY2011,0,01-10-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2011,SEP FY2011,0,01-09-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2012,AUG FY2012,40,01-08-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2012,OCT FY2012,171,01-10-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2012,SEP FY2012,0,01-09-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2022,AUG FY2022,4,01-08-2022
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2022,OCT FY2022,6,01-10-2022
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2022,SEP FY2022,2,01-09-2022
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2008,DEC FY2008,1,01-12-2018
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2008,NOV FY2008,1,01-11-2018
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2011,DEC FY2011,0,01-12-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2011,NOV FY2011,0,01-11-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2012,DEC FY2012,0,01-12-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2012,NOV FY2012,373,01-11-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2022,DEC FY2022,0,01-12-2022
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2022,JAN FY2022,0,01-01-2022
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2007,APR FY2007,40,01-04-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2007,FEB FY2007,5,01-02-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2007,MAR FY2007,0,01-03-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2011,APR FY2011,6,01-04-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2011,FEB FY2011,15,01-02-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2012,APR FY2012,0,01-04-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q3 FY2012,FEB FY2012,0,01-02-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2008,JUL FY2008,36,01-07-2018
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2008,JUN FY2008,0,01-06-2018
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2007,JUL FY2007,20,01-07-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2007,JUN FY2007,1,01-06-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2007,MAY FY2007,191,01-05-2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2011,JUL FY2011,58,01-07-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2011,JUN FY2011,0,01-06-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2011,MAY FY2011,0,01-05-2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2012,JUL FY2012,0,01-07-2021
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2012,MAY FY2012,38,01-05-2021
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,AUG FY2022,4,01-08-2016
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,OCT FY2022,6,01-10-2016
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,SEP FY2022,0,01-09-2016
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2002,AUG FY2002,51,01-08-2017
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2002,OCT FY2002,1293,01-10-2017
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2002,SEP FY2002,290,01-09-2017
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2008,AUG FY2008,788,01-08-2018
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2008,OCT FY2008,1061,01-10-2018
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2008,SEP FY2008,704,01-09-2018
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2007,AUG FY2007,349,01-08-2019
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2007,OCT FY2007,951,01-10-2019
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2007,SEP FY2007,865,01-09-2019
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2011,AUG FY2011,661,01-08-2020
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2011,OCT FY2011,600,01-10-2020
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2011,SEP FY2011,1157,01-09-2020
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2012,AUG FY2012,60,01-08-2021
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2012,OCT FY2012,870,01-10-2021
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2012,SEP FY2012,536,01-09-2021
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,AUG FY2022,158,01-08-2022
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,OCT FY2022,670,01-10-2022
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,SEP FY2022,227,01-09-2022
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,DEC FY2022,0,01-12-2016
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,JAN FY2022,57,01-01-2016
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,NOV FY2022,0,01-11-2016
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2002,DEC FY2002,1034,01-12-2017
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2002,JAN FY2002,793,01-01-2017
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2002,NOV FY2002,435,01-11-2017
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2008,DEC FY2008,797,01-12-2018
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2008,JAN FY2008,1554,01-01-2018
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2008,NOV FY2008,1266,01-11-2018
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2007,DEC FY2007,1012,01-12-2019
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2007,JAN FY2007,1134,01-01-2019
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2007,NOV FY2007,1717,01-11-2019
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2011,DEC FY2011,1547,01-12-2020
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2011,JAN FY2011,579,01-01-2020
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2011,NOV FY2011,1111,01-11-2020
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2012,DEC FY2012,407,01-12-2021
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2012,JAN FY2012,1254,01-01-2021
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2012,NOV FY2012,351,01-11-2021
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,DEC FY2022,2458,01-12-2022
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,JAN FY2022,476,01-01-2022
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,NOV FY2022,6414,01-11-2022
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2022,APR FY2022,117,01-04-2016
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2022,FEB FY2022,8,01-02-2016
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2022,MAR FY2022,93,01-03-2016
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2002,APR FY2002,730,01-04-2017
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2002,FEB FY2002,243,01-02-2017
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2002,MAR FY2002,918,01-03-2017
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2008,APR FY2008,1736,01-04-2018
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2008,FEB FY2008,632,01-02-2018
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2008,MAR FY2008,178,01-03-2018
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2007,APR FY2007,1687,01-04-2019
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2007,FEB FY2007,349,01-02-2019
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2007,MAR FY2007,1750,01-03-2019
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2011,APR FY2011,1497,01-04-2020
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2011,FEB FY2011,1424,01-02-2020
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2011,MAR FY2011,422,01-03-2020
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2012,APR FY2012,1636,01-04-2021
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2012,FEB FY2012,549,01-02-2021
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2012,MAR FY2012,932,01-03-2021
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2015,JUL FY2015,14,01-07-2015
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2022,JUL FY2022,2108,01-07-2016
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2022,JUN FY2022,214,01-06-2016
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2022,MAY FY2022,598,01-05-2016
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2002,JUL FY2002,810,01-07-2017
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2002,JUN FY2002,1730,01-06-2017
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2002,MAY FY2002,397,01-05-2017
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2008,JUL FY2008,2632,01-07-2018
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2008,JUN FY2008,231,01-06-2018
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2008,MAY FY2008,824,01-05-2018
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2007,JUL FY2007,1876,01-07-2019
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2007,JUN FY2007,585,01-06-2019
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2007,MAY FY2007,572,01-05-2019
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2011,JUL FY2011,678,01-07-2020
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2011,JUN FY2011,243,01-06-2020
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2011,MAY FY2011,251,01-05-2020
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2012,JUL FY2012,763,01-07-2021
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2012,JUN FY2012,646,01-06-2021
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2012,MAY FY2012,529,01-05-2021
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2015,AUG FY2015,0,01-08-2015
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2015,OCT FY2015,4,01-10-2015
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2015,SEP FY2015,0,01-09-2015
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,AUG FY2022,2,01-08-2016
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,OCT FY2022,206,01-10-2016
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,SEP FY2022,34,01-09-2016
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2002,AUG FY2002,15,01-08-2017
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2002,OCT FY2002,19,01-10-2017
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2002,SEP FY2002,11,01-09-2017
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2008,AUG FY2008,14,01-08-2018
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2008,OCT FY2008,152,01-10-2018
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2008,SEP FY2008,7,01-09-2018
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2007,AUG FY2007,5,01-08-2019
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2007,OCT FY2007,61,01-10-2019
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2007,SEP FY2007,128,01-09-2019
